stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Medarahalli Railway Gate,,MDRHL,28944,Medarahalli Railway Gate (Towards Shettyhalli),13.06735,77.51589,,
Medarahalli Railway Gate,,MDRHL,33905,Medarahalli Railway Gate (Towards Chikkabanavara),13.06727,77.51585,,
Meenakshi Layout,,MNKSLO1,21014,Meenakshi Layout (Towards Thotada Guddadahalli),13.06552,77.49275,,
Meenakunte Hosuru,,MKTH,28956,Meenakunte Hosuru (Towards Airport Trumpet),13.18452,77.64142,,
Meenakunte Hosuru,,MKTH,33911,Meenakunte Hosuru (Towards Bettahalasuru Cross),13.1844,77.64161,,
Mekhri Circle,,MKC1,33919,Mekhri Circle (Towards Yashwanthapura bus station),13.01451,77.58263,,
Mekhri Circle,,MKC1,33920,Mekhri Circle (Towards Shivaji Nagara),13.01458,77.58502,,
Military Accounts Office,,MLRYAO,22287,Military Accounts Office (Towards HAL),12.96694,77.62089,,
Milk Dairy Hegganahalli,,HGHMD2,21023,Milk Dairy Hegganahalli (Towards Sunkadakatte),13.00742,77.50557,,
Milk Dairy Hegganahalli,,HGHMD2,21024,Milk Dairy Hegganahalli (Towards Peenya 2nd Stage),13.0074,77.50543,,
Minerva Mill,,MMLL,21025,Minerva Mill (Towards Magadi Road 1st Cross Road),12.9795,77.56445,,
Minerva Mill,,MMLL,21026,Minerva Mill (Towards Kempegowda Bus Station),12.97945,77.56435,,
Mother Dairy Cross Yelahanka,,DIRY,22299,Mother Dairy Cross Yelahanka (Towards Attur Layout),13.09934,77.57717,,
Mother Dairy Cross Yelahanka,,DIRY,22301,Mother Dairy Cross Yelahanka (Towards Puttenahalli),13.09954,77.57707,,
Mother Dairy Yelahanka,,YLKMD,33952,Mother Dairy Yelahanka (Towards Attur Layout),13.09883,77.57476,,
Muneshwara Temple,,MNSTMP,22690,Muneshwara Temple (Towards Sunkadakatte),12.98343,77.50259,,
Munireddy Palya J C Nagara,,MRP1,23791,Munireddy Palya J C Nagara (Towards Shivaji Nagara),13.00676,77.59276,,
Munireddy Palya J C Nagara,,MRP1,24019,Munireddy Palya J C Nagara (Towards Mekhri Circle),13.00413,77.59359,,
Murugeshpalya,,MRGPLY,22316,Murugeshpalya (Towards HAL),12.95936,77.65618,,
Muthyalanagara Cross,,MYLN1,21575,Muthyalanagara Cross (Towards BEL Circle),13.04374,77.55325,,
Muthyalanagara Cross,,MYLN1,21576,Muthyalanagara Cross (Towards Goraguntepalya),13.04362,77.55315,,
Mysore Bank,,CVBV,35383,Mysore Bank (Towards Kempegowda Bus Station),12.97253,77.58199,,
NAL/Manipal Hospital,,MPH-1,22336,NAL/Manipal Hospital (Towards HAL),12.95964,77.65076,,
NES Office,,NES1,22356,NES Office (Towards Puttenahalli),13.09766,77.59166,,
NES Office,,NES1,22357,NES Office (Towards Hebbala),13.09784,77.59167,,
NTTF Peenya,,NTFPYA,21068,NTTF Peenya (Towards Jalahalli Cross),13.02514,77.51122,,
NTTF Peenya,,NTFPYA,21069,NTTF Peenya (Towards Peenya 2nd Stage),13.02461,77.51099,,
NTTF Peenya,,NTFPYA,34178,NTTF Peenya (Towards HMT Layout),13.02503,77.51099,,
Nagaraholenagara Cross,,NHNCRS,38617,Nagaraholenagara Cross (Towards Nilagiri Tope),12.99736,77.49682,,
Nagasandra Cross,,NGSC7,34052,Nagasandra Cross (Towards Nelagadaranahalli),13.03849,77.50451,,
Nagasandra Cross,,NGSC7,36386,Nagasandra Cross (Towards 8th Mile Dasarahalli),13.03598,77.513,,
Nagawara Junction,,JONGWR1,20884,Nagawara Junction (Towards Tin Factory),13.0402,77.62454,,
Nagawara Junction,,JONGWR1,20885,Nagawara Junction (Towards Hebbala),13.04046,77.62408,,
Nandhini Layout,,JBWN1,29289,Nandhini Layout (Towards Goraguntepalya),13.01473,77.53052,,
Nandhini Layout,,JBWN1,34086,Nandhini Layout (Towards Summanahalli),13.01466,77.5307,,
Nandini Layout Ring Road,,FFC ORR,27499,Nandini Layout Ring Road (Towards Goraguntepalya),13.0116,77.52853,,
Nandini Layout Ring Road,,FFC ORR,29290,Nandini Layout Ring Road (Towards Summanahalli),13.01159,77.52872,,
Navarang Bar,,NVRGB,29349,Navarang Bar (Towards Sujatha Talkies),12.99126,77.55778,,
Navarang Theatre,,NVRNG4,29351,Navarang Theatre (Towards Malleshwaram Circle),12.99862,77.55298,,
Navarang Theatre,,NVRNG4,35082,Navarang Theatre (Towards ESI Hospital),12.99762,77.55113,,
Navarang Theatre,,NVRNG4,35290,Navarang Theatre (Towards Rajajinagara 1st Block),12.99825,77.55096,,
Navayuga Toll,,NVYGT3,35728,Navayuga Toll (Towards Devanahalli),13.19312,77.64887,,
Navayuga Toll,,NVYGT3,35729,Navayuga Toll (Towards Hebbala),13.19384,77.65053,,
Neelagiri Thopu,,NLGRT,21055,Neelagiri Thopu (Towards Hegganahalli),12.99579,77.50245,,
Nelagadarenahalli,,NLGH,34131,Nelagadarenahalli (Towards Thigalarapalya),13.03155,77.50364,,
Nelagadarenahalli,,NLGH,34132,Nelagadarenahalli (Towards 8th Mile),13.03157,77.50358,,
Nelamangala Bus Station,,NMG1,27411,Nelamangala Bus Station (Towards Arrival),13.09803,77.39387,,
Nursery Nelamangala,,NMLN1,27520,Nursery Nelamangala (Towards Nelamangala),13.09011,77.40928,,
Okalipura,,OKLPR,21071,Okalipura (Towards Kempegowda Bus Station),12.98267,77.56837,,
Okalipura,,OKLPR,35387,Okalipura (Towards Magadi Road),12.98229,77.56783,,
Out Door Clothing Company,,TEPLP,27555,Out Door Clothing Company (Towards TVS Cross),13.02301,77.51709,,
Palanahalli Gate,,PLG,27578,Palanahalli Gate (Towards Yalahanka Police Station),13.11678,77.60847,,
Palanahalli Gate,,PLG,34203,Palanahalli Gate (Towards Devanahalli),13.11708,77.60807,,
Palya Gate,,PLGT1,34208,Palya Gate (Towards Devanahalli),13.22145,77.68232,,
Palya Gate,,PLGT1,34209,Palya Gate (Towards Yalahanka),13.22143,77.68249,,
Parvathi Nagara,,PRVTN,34225,Parvathi Nagara (Towards Jalahalli Cross),13.01623,77.5203,,
Parvathi Nagara,,PRVTN,34226,Parvathi Nagara (Towards Laggere New Bus Stand),13.01629,77.52032,,
Pattandur Agrahara Gate,,PAG,21078,Pattandur Agrahara Gate (Towards Kempegowda Bus Station),12.98785,77.73359,,
Pattandur Agrahara Gate,,PAG,21079,Pattandur Agrahara Gate (Towards Hope Farm),12.98803,77.73354,,
Peenya 14th Cross,,PNY14C,20565,Peenya 14th Cross (Towards Depot-22),13.0166,77.50539,,
Peenya 14th Cross,,PNY14C,20566,Peenya 14th Cross (Towards NTTF),13.01663,77.50554,,
Peenya 14th cross,,PNY14C,20567,Peenya 14th cross (Towards Peenya 2nd Stage),13.01646,77.50566,,
Peenya 2nd Stage,,PSS,21080,Peenya 2nd Stage (Towards Peenya),13.01092,77.50683,,
Peenya 2nd stage,,PSS,21081,Peenya 2nd stage (Towards Hegganahalli),13.01088,77.50691,,
Peenya Industry Metro Station,,PNY1st,21082,Peenya Industry Metro Station (Towards Jalahalli Cross),13.03556,77.52613,,
Peenya Industry Metro Station,,PNY1st,21083,Peenya Industry Metro Station (Towards Goraguntepalya),13.03599,77.52579,,
Peenya Metro Station,,PSSMSN,38803,Peenya Metro Station (Towards Goraguntepalya),13.03299,77.53297,,
Peenya Satellite Bus Station (Basaveshwara),,PSBS1,21084,Peenya Satellite Bus Station (Basaveshwara) (Towards Last Stop),13.04375,77.5253,,
Prasanna Layout,,NHNCRS,38616,Prasanna Layout (Towards Nagarahole Cross),12.99618,77.49603,,
Prestige Shantiniketana /Manipal Hospital,,PSTSKT1,37982,Prestige Shantiniketana /Manipal Hospital (Towards Hope Farm),12.98916,77.72667,,
Prestige Shantiniketana /Manipal Hospital,,PSTSKT1,37983,Prestige Shantiniketana /Manipal Hospital (Towards Tin Factory),12.98872,77.72844,,
Puttenahalli,,PTNHL1,34299,Puttenahalli (Towards Doddaballapura),13.10995,77.58022,,
Puttenahalli,,PTNHL1,34300,Puttenahalli (Towards Yalahanka),13.11016,77.58024,,
RC College,,RCC1,24241,RC College (Towards Sheshadripuram),12.98398,77.58679,,
RMC Yard (Yeshawanthapura New Railway Station),,RMCY1,21131,RMC Yard (Yeshawanthapura New Railway Station) (Towards Jalahalli Cross),13.02366,77.54877,,
RMC Yard (Yeshawanthapura New Railway Station),,RMCY1,21132,RMC Yard (Yeshawanthapura New Railway Station) (Towards Yeshwanthapura‌ Bus Stand),13.02462,77.54776,,
RMG Factory,,RMGFY1,28041,RMG Factory (Towards Abbigere),13.07607,77.51722,,
RMG Factory,,RMGFY1,34423,RMG Factory (Towards Chikka Banavara),13.07604,77.51718,,
Raj Bhavan,,RJB,35302,Raj Bhavan (Towards Chalukya Hotel),12.98307,77.59206,,
Rajagopala Nagara Police Station,,RJPNGR2,27712,Rajagopala Nagara Police Station (Towards Jalahalli Cross),13.02356,77.52182,,
Rajagopala Nagara Police Station,,RJPNGR2,34264,Rajagopala Nagara Police Station (Towards Kanteerava Studio),13.02362,77.52196,,
Rajagopalanagara,,RJNP,21114,Rajagopalanagara (Towards Peenya 2nd Stage),13.01368,77.50881,,
Rajajinagara 1st Block,,RJNFST,20576,Rajajinagara 1st Block (Towards Yashwanthapura TTMC),13.00515,77.54887,,
Rajajinagara 1st Block,,RJNFST,35796,Rajajinagara 1st Block (Towards ESI),13.00476,77.54923,,
Rajajinagara 2nd Block,,RAJ2B,22901,Rajajinagara 2nd Block (Towards Rajajinagara ESI),12.99607,77.55144,,
Rajajinagara Entrance,,RJRENTR,27860,Rajajinagara Entrance (Towards Sujatha Talkies),12.98435,77.55723,,
Rajajinagara Entrance,,RJRENTR,35263,Rajajinagara Entrance (Towards Rajajinagara),12.98428,77.55721,,
Rajajinagara Old Police Station,,RJNOPS,21072,Rajajinagara Old Police Station (Towards Rajajinagara ESI),12.98928,77.55438,,
Rajapalya,,RAJPL,22410,Rajapalya (Towards Hope Farm),12.99129,77.72123,,
Rajapalya,,RAJPL,22411,Rajapalya (Towards Kempegowda Bus Station),12.99138,77.72084,,
Rajiv Gandhi,,RJGD1,22692,Rajiv Gandhi (Towards Sunkadakatte),12.98702,77.50431,,
Rajkumar Punya Bhoomi,,RJKS1,34344,Rajkumar Punya Bhoomi (Towards Goraguntepalya),13.01818,77.53163,,
Rajkumar Punya Bhoomi,,RJKS1,34345,Rajkumar Punya Bhoomi (Towards Summanahalli),13.01859,77.5319,,
Ramamurthy Nagara Alada Mara,,RMNADM,22414,Ramamurthy Nagara Alada Mara (Towards KR Puram),13.01146,77.67644,,
Ramamurthy Nagara Alada Mara,,RMNADM,22415,Ramamurthy Nagara Alada Mara (Towards B Channasandra),13.01139,77.67668,,
Ramamurthy Nagara Church,,RMNCH,22416,Ramamurthy Nagara Church (Towards KR Puram),13.01177,77.67878,,
Ramamurthy Nagara Church,,RMNCH,22417,Ramamurthy Nagara Church (Towards B Channasandra),13.01169,77.67891,,
Ramamurthy Nagara Manipal,,MNPL,22418,Ramamurthy Nagara Manipal (Towards KR Puram),13.01172,77.67031,,
Ramamurthy Nagara Manipal,,MNPL,22419,Ramamurthy Nagara Manipal (Towards B Channasandra),13.01167,77.67034,,
Ramamurthy Nagara Police Station,,RMTPS1,22420,Ramamurthy Nagara Police Station (Towards KR Puram),13.01206,77.66785,,
Ramamurthy Nagara Police Station,,RMTPS1,22421,Ramamurthy Nagara Police Station (Towards B Channasandra),13.01201,77.66788,,
Ramanjaneya Temple Nandhini Layout,,NLOT1,24005,Ramanjaneya Temple Nandhini Layout (Towards Jalahalli Cross),13.02085,77.52929,,
Ramanjaneya Temple Nandhini Layout,,NLOT1,24012,Ramanjaneya Temple Nandhini Layout (Towards Kanteerava Studio),13.02095,77.52924,,
Ramesh Nagara Cross,,RMNCR,37770,Ramesh Nagara Cross (Towards Ramesh Nagara),12.95467,77.67995,,
Ravuthanahalli Cross,,RVTHC,38537,Ravuthanahalli Cross (Towards Nelamangala),13.07334,77.43938,,
Rayan Circle,,RYC,21123,Rayan Circle (Towards Sirsi Circle),12.96047,77.5679,,
Rayan Circle,,RYC,21124,Rayan Circle (Towards KR Market),12.96136,77.56889,,
Richmond Circle,,RCHMDCR,21125,Richmond Circle (Towards HAL),12.96738,77.59946,,
Rolling Mill,,RLNGM,21136,Rolling Mill (Towards Jalahalli Cross),13.02655,77.51468,,
Rolling Mill,,RLNGM,21137,Rolling Mill (Towards NTTF),13.02648,77.51478,,
Rukmini Nagara,,RKMN1,28076,Rukmini Nagara (Towards 8th Mile),13.04099,77.50482,,
Rukmini Nagara,,RKMN1,34439,Rukmini Nagara (Towards Nelagadaranahalli),13.041,77.50488,,
S J R College,,SJR C1,21199,S J R College (Towards Kempegowda Bus Station),12.98262,77.56234,,
S J R College,,SJR C1,21200,S J R College (Towards Rajajinagara 6th Block),12.98246,77.56208,,
S R S Mathikere,,SRS5,26683,S R S Mathikere (Towards Kammagondanahalli),13.06145,77.53112,,
S R S Mathikere,,SRS5,34701,S R S Mathikere (Towards Abbigere),13.06144,77.53109,,
SBI Bank,,SBIBK,22467,SBI Bank (Towards Jalahalli East),13.07239,77.54625,,
SBI Bank,,SBIBK,22468,SBI Bank (Towards MS Palya),13.07237,77.5461,,
SMVIT Cross,,SMVIT,34626,SMVIT Cross (Towards Devanahalli),13.15209,77.62015,,
SMVIT Cross,,SMVIT,34627,SMVIT Cross (Towards Yalahanka),13.15197,77.62063,,
SRS Peenya,,SRS1,21189,SRS Peenya (Towards Jalahalli Cross),13.03428,77.53032,,
SRS Peenya,,SRS1,21190,SRS Peenya (Towards Yashwanthapura TTMC),13.03471,77.52987,,
Sadahalli Gate,,SDHG2,28088,Sadahalli Gate (Towards Yalahanka),13.19051,77.64626,,
Sadahalli Gate,,SDHG2,34443,Sadahalli Gate (Towards Devanahalli),13.19072,77.64583,,
Sanna Amanikere,,SNAMKR,28143,Sanna Amanikere (Towards Devanahalli),13.23419,77.6946,,
Sanna Amanikere,,SNAMKR,34466,Sanna Amanikere (Towards Airport Trumpet),13.23411,77.69477,,
Sapthagiri College,,SGC,21154,Sapthagiri College (Towards Chikkabanavara),13.06685,77.50328,,
Sapthagiri College,,SGC,21155,Sapthagiri College (Towards Jalahalli Cross),13.06675,77.50335,,
Sapthagiri Hospital,,SGHSPT,21156,Sapthagiri Hospital (Towards Chikkabanavara),13.07067,77.50387,,
Sapthagiri Hospital,,SGHSPT,21157,Sapthagiri Hospital (Towards Bagalagunte),13.07066,77.50395,,
Sasuveghatta,,SVG,34476,Sasuveghatta (Towards Acharya College),13.09275,77.47534,,
Sasuveghatta Cross,,SVGC,34477,Sasuveghatta Cross (Towards Acharya College),13.08473,77.47535,,
Shankara Nagara,,SKRBS,28257,Shankara Nagara (Towards Mahalakshmi Layout),13.01594,77.54378,,
Shankara Nagara,,SKRBS,34518,Shankara Nagara (Towards Goraguntepalya Ring Road),13.01598,77.54372,,
Shanthinagara,,SNTN1,28270,Shanthinagara (Towards Gangondanahalli),13.02626,77.47343,,
Shanthinagara,,SNTN1,34524,Shanthinagara (Towards Nelagadaranahalli),13.02631,77.47336,,
Sharadamba Nagara,,SDMN1,28285,Sharadamba Nagara (Towards Peenya),13.04588,77.5413,,
Sharavathi Hotel,,SHHTL,22475,Sharavathi Hotel (Towards Yalahanka Satellite Town),13.09797,77.58442,,
Sharavathi Hotel,,SHHTL,22476,Sharavathi Hotel (Towards Yalahanka NES Office),13.09794,77.58437,,
Sheshadripuram College,,asfasdfas,22481,Sheshadripuram College (Towards Yalahanka Satellite Town),13.09951,77.58834,,
Sheshadripuram College,,asfasdfas,22482,Sheshadripuram College (Towards Yalahanka NES Office),13.09943,77.58817,,
Shettyhalli,,STHL1,28311,Shettyhalli (Towards Shettyhalli Cross),13.06465,77.51582,,
Shettyhalli,,STHL1,34540,Shettyhalli (Towards Medarahalli Railway Gate),13.06493,77.51583,,
Shettyhalli Cross,,STHC1,22483,Shettyhalli Cross (Towards Jalahalli Cross),13.05024,77.52568,,
Shettyhalli Cross,,STHC1,22484,Shettyhalli Cross (Towards Kammagondanahalli),13.05011,77.52546,,
Shettyhalli Cross,,STHC1,38804,Shettyhalli Cross (Towards Ayyappa Temple),13.05019,77.52561,,
Shivajinagara Bus Station - Platform 7,21172_ST,SBS0,21172_PF7,,12.983568,77.6031,,7
Shivananda Store,,SVNDS2,21174,Shivananda Store (Towards Kempegowda Bus Station),12.98666,77.57938,,
Shopping Complex HMT,,HMTSC1,22701,Shopping Complex HMT (Towards Jalahalli Cross),13.04964,77.53772,,
Shopping Complex HMT,,HMTSC1,22710,Shopping Complex HMT (Towards BEL Circle),13.04962,77.53739,,
Shrinivasa Temple,,SVSTPL,24189,Shrinivasa Temple (Towards Mahalakshmi Layout),13.00833,77.54506,,
Shrinivasa Temple,,SVSTPL,24192,Shrinivasa Temple (Towards Rajajinagara),13.00838,77.54501,,
Siddartha School Cross,,SSC12,26448,Siddartha School Cross (Towards 8th Mile),13.02615,77.48901,,
Siddartha School Cross,,SSC12,34597,Siddartha School Cross (Towards Thigalarapalya),13.02611,77.48905,,
Sidedahalli,,SDDH1,21178,Sidedahalli (Towards Thotada Guddadahalli),13.06256,77.49523,,
Singaianapalya Phoenix,,SIGPYP,22492,Singaianapalya Phoenix (Towards Hoodi),12.99554,77.69541,,
Singaianapalya Phoenix,,SIGPYP,22493,Singaianapalya Phoenix (Towards KR Puram),12.99534,77.69543,,
Singapura,,SNGPR,34611,Singapura (Towards MS Palya),13.07975,77.53823,,
Singapura LT,,SNGL,34612,Singapura LT (Towards MS Palya),13.07501,77.53983,,
Sirsi Circle,,SRSC5,21605,Sirsi Circle (Towards KR Market),12.96223,77.55995,,
Sirsi Circle,,SRSC5,35403,Sirsi Circle (Towards MCTC Bus Station),12.96022,77.55921,,
Soladevanahalli Police Station,,SLDVH,21187,Soladevanahalli Police Station (Towards Hesaraghatta),13.09342,77.48882,,
Soladevanahalli Police Station,,SLDVH,21607,Soladevanahalli Police Station (Towards Chikkabanavara),13.09344,77.48885,,
Somashettyhalli,,SSH1,34637,Somashettyhalli (Towards Somashettahalli),13.08733,77.52117,,
Somashettyhalli Cross,,SMSHLI,26540,Somashettyhalli Cross (Towards Kere Guddadahalli),13.08147,77.51724,,
Somashettyhalli Cross,,SMSHLI,34640,Somashettyhalli Cross (Towards Janapriya Greenwood Apartments),13.08142,77.51721,,
Sonal Garments Laggere Cross,,SNLG1,26560,Sonal Garments Laggere Cross (Towards Jalahalli Cross),13.0215,77.52652,,
Sonal Garments Laggere Cross,,SNLG1,35253,Sonal Garments Laggere Cross (Towards Kanteerava Studio),13.02163,77.52674,,
Srigandhada Kaval,,SGK1,22689,Srigandhada Kaval (Towards Sunkadakatte),12.97871,77.50174,,
St Joseph College,,STJC,21194,St Joseph College (Towards HAL‌  ),12.97036,77.60368,,
St Josephine School Annapoorneshwarinagara,,ANPNC1,22695,St Josephine School Annapoorneshwarinagara (Towards Annapoorneshwari 3rd Main Road),12.9778,77.50574,,
St Josephs Indian School/ Malya Hospital,,MLYHPT,21193,St Josephs Indian School/ Malya Hospital (Towards Richmond Circle),12.97052,77.5943,,
St Marthas Hospital,,STMH,21195,St Marthas Hospital (Towards Corporation),12.96945,77.58716,,
